1{'age_gps_data': '0.50', 'easting': 2279607.0956550227, 'latd': 44.56740323166667, 'lat_direction': 'N', 'timestamp': '231441.00', 'lond': 123.27509206833334, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055241', 'antenna_altitude': '51.239', 'geo_sep': '', 'latitude': '4434.0441939', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.59536806215}
1{'age_gps_data': '0.48', 'easting': 2279607.6498370282, 'latd': 44.567411465, 'lat_direction': 'N', 'timestamp': '231901.00', 'lond': 123.27508548333333, 'gps_qual': '2', 'ref_station_id': '0244*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051290', 'antenna_altitude': '51.082', 'geo_sep': '', 'latitude': '4434.0446879', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.49173389468}
2{'age_gps_data': '', 'easting': 2279607.082616742, 'latd': 44.56738428166667, 'lat_direction': 'N', 'timestamp': '231903.00', 'lond': 123.27509132166666, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054793', 'antenna_altitude': '57.266', 'geo_sep': '', 'latitude': '4434.0430569', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.48889309913}
3{'age_gps_data': '', 'easting': 2279608.417416491, 'latd': 44.56741116333333, 'lat_direction': 'N', 'timestamp': '231903.00', 'lond': 123.2750758, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5045480', 'antenna_altitude': '46.857', 'geo_sep': '', 'latitude': '4434.0446698', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.43181770481}
1{'age_gps_data': '0.75', 'easting': 2279607.6532732677, 'latd': 44.567411533333335, 'lat_direction': 'N', 'timestamp': '231902.00', 'lond': 123.27508544333334, 'gps_qual': '2', 'ref_station_id': '0244*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051266', 'antenna_altitude': '51.081', 'geo_sep': '', 'latitude': '4434.0446920', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.49921334069}
2{'age_gps_data': '', 'easting': 2279607.0725878556, 'latd': 44.56738415, 'lat_direction': 'N', 'timestamp': '231904.00', 'lond': 123.27509144166666, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054865', 'antenna_altitude': '57.265', 'geo_sep': '', 'latitude': '4434.0430490', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.47459858656}
3{'age_gps_data': '', 'easting': 2279608.477432481, 'latd': 44.56741125333333, 'lat_direction': 'N', 'timestamp': '231904.00', 'lond': 123.27507504833333, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5045029', 'antenna_altitude': '47.131', 'geo_sep': '', 'latitude': '4434.0446752', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.4397619078}
1{'age_gps_data': '0.49', 'easting': 2279607.6568978135, 'latd': 44.56741158166667, 'lat_direction': 'N', 'timestamp': '231903.00', 'lond': 123.2750854, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051240', 'antenna_altitude': '51.093', 'geo_sep': '', 'latitude': '4434.0446949', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50446265005}
2{'age_gps_data': '', 'easting': 2279607.0706082876, 'latd': 44.567384116666666, 'lat_direction': 'N', 'timestamp': '231905.00', 'lond': 123.275091465, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054879', 'antenna_altitude': '57.277', 'geo_sep': '', 'latitude': '4434.0430470', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.47096050065}
3{'age_gps_data': '', 'easting': 2279608.514974575, 'latd': 44.56741134833333, 'lat_direction': 'N', 'timestamp': '231905.00', 'lond': 123.27507458, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5044748', 'antenna_altitude': '47.267', 'geo_sep': '', 'latitude': '4434.0446809', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.449034282}
1{'age_gps_data': '0.77', 'easting': 2279607.6573074665, 'latd': 44.567411585, 'lat_direction': 'N', 'timestamp': '231904.00', 'lond': 123.275085395, 'gps_qual': '2', 'ref_station_id': '0244*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051237', 'antenna_altitude': '51.096', 'geo_sep': '', 'latitude': '4434.0446951', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50481918454}
2{'age_gps_data': '', 'easting': 2279607.0672432543, 'latd': 44.56738410166667, 'lat_direction': 'N', 'timestamp': '231906.00', 'lond': 123.27509150666667, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054904', 'antenna_altitude': '57.271', 'geo_sep': '', 'latitude': '4434.0430461', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.4694083836}
3{'age_gps_data': '', 'easting': 2279605.9175709346, 'latd': 44.56740146833334, 'lat_direction': 'N', 'timestamp': '231906.00', 'lond': 123.27510682333333, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5064094', 'antenna_altitude': '39.819', 'geo_sep': '', 'latitude': '4434.0440881', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103877.43979701214}
1{'age_gps_data': '0.59', 'easting': 2279607.6598747657, 'latd': 44.567411668333335, 'lat_direction': 'N', 'timestamp': '231905.00', 'lond': 123.27508536666667, 'gps_qual': '2', 'ref_station_id': '0244*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051220', 'antenna_altitude': '51.097', 'geo_sep': '', 'latitude': '4434.0447001', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.51399623975}
2{'age_gps_data': '', 'easting': 2279607.061503084, 'latd': 44.567383915, 'lat_direction': 'N', 'timestamp': '231907.00', 'lond': 123.27509157, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054942', 'antenna_altitude': '57.341', 'geo_sep': '', 'latitude': '4434.0430349', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.44885142054}
3{'age_gps_data': '', 'easting': 2279608.5929961884, 'latd': 44.56741175333333, 'lat_direction': 'N', 'timestamp': '231907.00', 'lond': 123.27507361666666, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5044170', 'antenna_altitude': '47.472', 'geo_sep': '', 'latitude': '4434.0447052', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.49138250109}
1{'age_gps_data': '0.75', 'easting': 2279607.6596355843, 'latd': 44.567411675, 'lat_direction': 'N', 'timestamp': '231906.00', 'lond': 123.27508537, 'gps_qual': '2', 'ref_station_id': '0244*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051222', 'antenna_altitude': '51.094', 'geo_sep': '', 'latitude': '4434.0447005', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.51474567875}
2{'age_gps_data': '', 'easting': 2279607.0728437295, 'latd': 44.567383905, 'lat_direction': 'N', 'timestamp': '231908.00', 'lond': 123.27509142666666, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054856', 'antenna_altitude': '57.426', 'geo_sep': '', 'latitude': '4434.0430343', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.44734989386}
3{'age_gps_data': '', 'easting': 2279608.6120515624, 'latd': 44.56741182333333, 'lat_direction': 'N', 'timestamp': '231908.00', 'lond': 123.27507338, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5044028', 'antenna_altitude': '47.536', 'geo_sep': '', 'latitude': '4434.0447094', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.49851054233}
1{'age_gps_data': '0.55', 'easting': 2279607.666574278, 'latd': 44.567411725, 'lat_direction': 'N', 'timestamp': '231907.00', 'lond': 123.275085285, 'gps_qual': '2', 'ref_station_id': '0244*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051171', 'antenna_altitude': '51.085', 'geo_sep': '', 'latitude': '4434.0447035', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.52006641123}
2{'age_gps_data': '', 'easting': 2279607.0761184716, 'latd': 44.56738386166667, 'lat_direction': 'N', 'timestamp': '231909.00', 'lond': 123.27509138333333, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054830', 'antenna_altitude': '57.419', 'geo_sep': '', 'latitude': '4434.0430317', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.44241942279}
3{'age_gps_data': '', 'easting': 2279608.6003483995, 'latd': 44.567411738333334, 'lat_direction': 'N', 'timestamp': '231909.00', 'lond': 123.27507352333333, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5044114', 'antenna_altitude': '47.517', 'geo_sep': '', 'latitude': '4434.0447043', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.48946211208}
1{'age_gps_data': '0.75', 'easting': 2279607.66498529, 'latd': 44.56741169, 'lat_direction': 'N', 'timestamp': '231908.00', 'lond': 123.27508530333333, 'gps_qual': '2', 'ref_station_id': '0244*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051182', 'antenna_altitude': '51.093', 'geo_sep': '', 'latitude': '4434.0447014', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.51622959785}
2{'age_gps_data': '0.75', 'easting': 2279607.8161994363, 'latd': 44.567408183333335, 'lat_direction': 'N', 'timestamp': '231910.00', 'lond': 123.27508323, 'gps_qual': '2', 'ref_station_id': '0244*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5049938', 'antenna_altitude': '50.926', 'geo_sep': '', 'latitude': '4434.0444910', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103878.12115083355}
3{'age_gps_data': '', 'easting': 2279610.916480351, 'latd': 44.567420515, 'lat_direction': 'N', 'timestamp': '231910.00', 'lond': 123.27504477, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5026862', 'antenna_altitude': '54.181', 'geo_sep': '', 'latitude': '4434.0452309', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103879.38569328468}
1{'age_gps_data': '0.55', 'easting': 2279607.6685004653, 'latd': 44.567411675, 'lat_direction': 'N', 'timestamp': '231909.00', 'lond': 123.27508525833333, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051155', 'antenna_altitude': '51.097', 'geo_sep': '', 'latitude': '4434.0447005', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.51444105897}
2{'age_gps_data': '', 'easting': 2279607.0481755994, 'latd': 44.567383335, 'lat_direction': 'N', 'timestamp': '231911.00', 'lond': 123.27509171, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055026', 'antenna_altitude': '57.546', 'geo_sep': '', 'latitude': '4434.0430001', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.38482308853}
3{'age_gps_data': '', 'easting': 2279608.689858298, 'latd': 44.56741203333333, 'lat_direction': 'N', 'timestamp': '231911.00', 'lond': 123.27507241, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5043446', 'antenna_altitude': '47.818', 'geo_sep': '', 'latitude': '4434.0447220', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.51918540895}
1{'age_gps_data': '0.77', 'easting': 2279607.6643212344, 'latd': 44.56741162, 'lat_direction': 'N', 'timestamp': '231910.00', 'lond': 123.27508530833333, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051185', 'antenna_altitude': '51.110', 'geo_sep': '', 'latitude': '4434.0446972', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50846958812}
2{'age_gps_data': '', 'easting': 2279607.0290503646, 'latd': 44.56738307333333, 'lat_direction': 'N', 'timestamp': '231912.00', 'lond': 123.27509193833333, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055163', 'antenna_altitude': '57.624', 'geo_sep': '', 'latitude': '4434.0429844', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.3563873265}
3{'age_gps_data': '', 'easting': 2279608.7129312875, 'latd': 44.56741222, 'lat_direction': 'N', 'timestamp': '231912.00', 'lond': 123.27507212833333, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5043277', 'antenna_altitude': '47.825', 'geo_sep': '', 'latitude': '4434.0447332', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.53914677538}
1{'age_gps_data': '0.53', 'easting': 2279607.665013343, 'latd': 44.56741159333333, 'lat_direction': 'N', 'timestamp': '231911.00', 'lond': 123.27508529833334, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051179', 'antenna_altitude': '51.111', 'geo_sep': '', 'latitude': '4434.0446956', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50548091717}
2{'age_gps_data': '', 'easting': 2279607.0348962727, 'latd': 44.567383045, 'lat_direction': 'N', 'timestamp': '231913.00', 'lond': 123.27509186333333, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055118', 'antenna_altitude': '57.693', 'geo_sep': '', 'latitude': '4434.0429827', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.35303624999}
3{'age_gps_data': '', 'easting': 2279608.7449009563, 'latd': 44.567412415, 'lat_direction': 'N', 'timestamp': '231913.00', 'lond': 123.275071735, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5043041', 'antenna_altitude': '47.848', 'geo_sep': '', 'latitude': '4434.0447449', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.5597289605}
1{'age_gps_data': '0.77', 'easting': 2279607.665078191, 'latd': 44.567411645, 'lat_direction': 'N', 'timestamp': '231912.00', 'lond': 123.2750853, 'gps_qual': '2', 'ref_station_id': '0244*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051180', 'antenna_altitude': '51.102', 'geo_sep': '', 'latitude': '4434.0446987', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.5112231588}
2{'age_gps_data': '', 'easting': 2279607.027357117, 'latd': 44.567382941666665, 'lat_direction': 'N', 'timestamp': '231914.00', 'lond': 123.27509195333333, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055172', 'antenna_altitude': '57.715', 'geo_sep': '', 'latitude': '4434.0429765', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.34180637915}
3{'age_gps_data': '', 'easting': 2279609.6873365426, 'latd': 44.567415911666664, 'lat_direction': 'N', 'timestamp': '231914.00', 'lond': 123.27506003166667, 'gps_qual': '1', 'ref_station_id': '*0E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5036019', 'antenna_altitude': '50.605', 'geo_sep': '', 'latitude': '4434.0449547', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.91611558292}
1{'age_gps_data': '0.58', 'easting': 2279607.6622602367, 'latd': 44.5674116, 'lat_direction': 'N', 'timestamp': '231913.00', 'lond': 123.27508533333334, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051200', 'antenna_altitude': '51.099', 'geo_sep': '', 'latitude': '4434.0446960', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50631674379}
2{'age_gps_data': '1.78', 'easting': 2279608.0689518144, 'latd': 44.56740975333334, 'lat_direction': 'N', 'timestamp': '231915.00', 'lond': 123.27508012166666, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048073', 'antenna_altitude': '51.579', 'geo_sep': '', 'latitude': '4434.0445852', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103878.28702337854}
3{'age_gps_data': '', 'easting': 2279608.9045142117, 'latd': 44.56741298166666, 'lat_direction': 'N', 'timestamp': '231915.00', 'lond': 123.27506975166666, 'gps_qual': '1', 'ref_station_id': '*0E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5041851', 'antenna_altitude': '48.313', 'geo_sep': '', 'latitude': '4434.0447789', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.61724813376}
1{'age_gps_data': '0.77', 'easting': 2279607.662077045, 'latd': 44.567411586666665, 'lat_direction': 'N', 'timestamp': '231914.00', 'lond': 123.275085335, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051201', 'antenna_altitude': '51.101', 'geo_sep': '', 'latitude': '4434.0446952', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50484059658}
2{'age_gps_data': '0.64', 'easting': 2279608.0743015194, 'latd': 44.567409768333334, 'lat_direction': 'N', 'timestamp': '231916.00', 'lond': 123.275080055, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048033', 'antenna_altitude': '51.623', 'geo_sep': '', 'latitude': '4434.0445861', 'num_sats': '05', 'horizontal_dil': '1.6', 'altitude_units': 'M', 'northing': 103878.28850729764}
3{'age_gps_data': '', 'easting': 2279608.947421222, 'latd': 44.567413165, 'lat_direction': 'N', 'timestamp': '231916.00', 'lond': 123.27506922, 'gps_qual': '1', 'ref_station_id': '*0E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5041532', 'antenna_altitude': '48.466', 'geo_sep': '', 'latitude': '4434.0447899', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.63615735061}
1{'age_gps_data': '0.59', 'easting': 2279607.666178705, 'latd': 44.567411586666665, 'lat_direction': 'N', 'timestamp': '231915.00', 'lond': 123.27508528333334, 'gps_qual': '2', 'ref_station_id': '0244*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051170', 'antenna_altitude': '51.104', 'geo_sep': '', 'latitude': '4434.0446952', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50469965301}
2{'age_gps_data': '', 'easting': 2279607.0167992036, 'latd': 44.56738246333333, 'lat_direction': 'N', 'timestamp': '231917.00', 'lond': 123.27509206333333, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055238', 'antenna_altitude': '57.915', 'geo_sep': '', 'latitude': '4434.0429478', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.28898651153}
3{'age_gps_data': '', 'easting': 2279608.961512353, 'latd': 44.567413251666665, 'lat_direction': 'N', 'timestamp': '231917.00', 'lond': 123.27506904666667, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5041428', 'antenna_altitude': '48.510', 'geo_sep': '', 'latitude': '4434.0447951', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.64530902915}
1{'age_gps_data': '0.73', 'easting': 2279607.663041388, 'latd': 44.567411596666666, 'lat_direction': 'N', 'timestamp': '231916.00', 'lond': 123.27508532333333, 'gps_qual': '2', 'ref_station_id': '0244*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051194', 'antenna_altitude': '51.105', 'geo_sep': '', 'latitude': '4434.0446958', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50591928978}
2{'age_gps_data': '', 'easting': 2279607.025284986, 'latd': 44.567382433333336, 'lat_direction': 'N', 'timestamp': '231918.00', 'lond': 123.275091955, 'gps_qual': '1', 'ref_station_id': '*01\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055173', 'antenna_altitude': '57.973', 'geo_sep': '', 'latitude': '4434.0429460', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.28535941895}
3{'age_gps_data': '', 'easting': 2279609.6010237103, 'latd': 44.56741569166667, 'lat_direction': 'N', 'timestamp': '231918.00', 'lond': 123.27506110833333, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5036665', 'antenna_altitude': '50.314', 'geo_sep': '', 'latitude': '4434.0449415', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.89462116081}
1{'age_gps_data': '0.50', 'easting': 2279607.6673262403, 'latd': 44.56741161, 'lat_direction': 'N', 'timestamp': '231917.00', 'lond': 123.27508527, 'gps_qual': '2', 'ref_station_id': '0244*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051162', 'antenna_altitude': '51.105', 'geo_sep': '', 'latitude': '4434.0446966', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50725449529}
2{'age_gps_data': '', 'easting': 2279607.020744477, 'latd': 44.56738231833333, 'lat_direction': 'N', 'timestamp': '231919.00', 'lond': 123.27509200666667, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055204', 'antenna_altitude': '57.979', 'geo_sep': '', 'latitude': '4434.0429391', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.27272936702}
3{'age_gps_data': '', 'easting': 2279609.2101838198, 'latd': 44.567414168333336, 'lat_direction': 'N', 'timestamp': '231919.00', 'lond': 123.27506595833333, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5039575', 'antenna_altitude': '49.188', 'geo_sep': '', 'latitude': '4434.0448501', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.73868210986}
1{'age_gps_data': '0.73', 'easting': 2279607.665986541, 'latd': 44.567411675, 'lat_direction': 'N', 'timestamp': '231918.00', 'lond': 123.27508529, 'gps_qual': '2', 'ref_station_id': '0244*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051174', 'antenna_altitude': '51.079', 'geo_sep': '', 'latitude': '4434.0447005', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.5145274438}
2{'age_gps_data': '', 'easting': 2279607.0207585585, 'latd': 44.567382183333336, 'lat_direction': 'N', 'timestamp': '231920.00', 'lond': 123.275092, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055200', 'antenna_altitude': '58.037', 'geo_sep': '', 'latitude': '4434.0429310', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.25771914143}
1{'age_gps_data': '0.49', 'easting': 2279607.6677307864, 'latd': 44.56741164666666, 'lat_direction': 'N', 'timestamp': '231919.00', 'lond': 123.27508526666666, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051160', 'antenna_altitude': '51.085', 'geo_sep': '', 'latitude': '4434.0446988', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.51131731365}
3{'age_gps_data': '', 'easting': 2279610.9667433035, 'latd': 44.56742078833334, 'lat_direction': 'N', 'timestamp': '231920.00', 'lond': 123.27504415, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5026490', 'antenna_altitude': '54.281', 'geo_sep': '', 'latitude': '4434.0452473', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103879.41435624287}
2{'age_gps_data': '', 'easting': 2279607.0122423386, 'latd': 44.56738206666667, 'lat_direction': 'N', 'timestamp': '231921.00', 'lond': 123.27509210166667, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055261', 'antenna_altitude': '58.077', 'geo_sep': '', 'latitude': '4434.0429240', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.24504039995}
3{'age_gps_data': '', 'easting': 2279609.3515661126, 'latd': 44.56741463833333, 'lat_direction': 'N', 'timestamp': '231921.00', 'lond': 123.2750642, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5038520', 'antenna_altitude': '49.648', 'geo_sep': '', 'latitude': '4434.0448783', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.78608003259}
